Democrat Strength Rating,State,CD#,2018 Cook PVI Score,2018 Winner,Party,Dem Votes,GOP Votes,Other Votes,Dem %,GOP %,Other %,Dem Margin,2016 Clinton Margin,Swing vs. 2016 Prez,2016 Total Votes Cast,Raw Votes vs. 2016,Final?,2012 Winner,2016 winner,Pre-Election Rating,PVI Performance
432,Texas,13,-33,Mac Thornberry,R,"35,083","169,027","3,175",16.90%,81.50%,1.50%,-64.60%,-62.80%,-1.80%,"239,860",86.40%,x,Romney,Trump,Solid R,
431,Texas,11,-32,Mike Conaway,R,"40,631","176,603","3,143",18.40%,80.10%,1.40%,-61.70%,-58.50%,-3.20%,"249,682",88.30%,x,Romney,Trump,Solid R,
428,Kentucky,5,-31,Hal Rogers,R,"45,890","172,093",34,21.00%,78.90%,0.00%,-57.90%,-62.10%,4.20%,"278,451",78.30%,x,Romney,Trump,Solid R,
429,Georgia,9,-31,Doug Collins,R,"57,912","224,661",5,20.50%,79.50%,0.00%,-59.00%,-58.50%,-0.50%,"297,215",95.10%,x,Romney,Trump,Solid R,
430,Alabama,4,-30,Robert Aderholt,R,"46,492","184,255",222,20.10%,79.80%,0.10%,-59.60%,-62.50%,2.90%,"292,861",78.90%,x,Romney,Trump,Solid R,
427,Tennessee,1,-28,Phil Roe,R,"47,138","172,835","4,309",21.00%,77.10%,1.90%,-56.00%,-56.80%,0.80%,"266,419",84.20%,x,Romney,Trump,Solid R,
424,Texas,4,-28,John Ratcliffe,R,"57,400","188,667","3,178",23.00%,75.70%,1.30%,-52.70%,-53.20%,0.50%,"281,123",88.70%,x,Romney,Trump,Solid R,
422,Texas,8,-28,Kevin Brady,R,"67,930","200,619","4,621",24.90%,73.40%,1.70%,-48.60%,-48.30%,-0.30%,"298,315",91.60%,x,Romney,Trump,Solid R,
420,Oklahoma,3,-27,Frank Lucas,R,"61,152","172,913",0,26.10%,73.90%,0.00%,-47.70%,-52.80%,5.10%,"293,417",79.80%,x,Romney,Trump,Solid R,
426,Nebraska,3,-27,Adrian Smith,R,"49,654","163,650",0,23.30%,76.70%,0.00%,-53.40%,-54.20%,0.80%,"270,185",78.90%,x,Romney,Trump,Solid R,
425,Georgia,14,-27,Tom Graves,R,"53,981","175,743",0,23.50%,76.50%,0.00%,-53.00%,-52.90%,-0.10%,"255,872",89.80%,x,Romney,Trump,Solid R,
423,Texas,19,-27,Jodey Arrington,R,"50,039","151,946",0,24.80%,75.20%,0.00%,-50.50%,-48.70%,-1.80%,"229,585",88.00%,x,Romney,Trump,Solid R,
409,Alabama,6,-26,Gary Palmer,R,"85,644","192,542",142,30.80%,69.20%,0.10%,-38.40%,-43.80%,5.40%,"335,943",82.80%,x,Romney,Trump,Solid R,
418,Texas,36,-26,Brian Babin,R,"60,908","161,048",0,27.40%,72.60%,0.00%,-45.10%,-46.50%,1.40%,"255,510",86.90%,x,Romney,Trump,Solid R,
402,Utah,1,-26,Rob Bishop,R,"63,308","156,692","34,333",24.90%,61.60%,13.50%,-36.70%,-27.40%,-9.30%,"280,453",90.70%,x,Romney,Trump,Solid R,
389,Wyoming,AL,-25,Liz Cheney,R,"59,903","127,963","13,379",29.80%,63.60%,6.60%,-33.80%,-46.30%,12.50%,"255,849",78.70%,x,Romney,Trump,Solid R,
419,Texas,1,-25,Louie Gohmert,R,"61,263","168,165","3,292",26.30%,72.30%,1.40%,-45.90%,-46.60%,0.70%,"264,551",88.00%,x,Romney,Trump,Solid R,
412,Utah,3,-25,John Curtis,R,"70,686","174,856","13,316",27.30%,67.50%,5.10%,-40.20%,-23.90%,-16.30%,"289,925",89.30%,x,Romney,Trump,Solid R,
395,Oklahoma,2,-24,Markwayne Mullin,R,"65,021","140,451","10,530",30.10%,65.00%,4.90%,-34.90%,-50.10%,15.20%,"271,844",79.50%,x,Romney,Trump,Solid R,
400,Kansas,1,-24,Roger Marshall,R,"71,558","153,082",0,31.90%,68.10%,0.00%,-36.30%,-44.80%,8.50%,"265,883",84.50%,x,Romney,Trump,Solid R,
415,Tennessee,6,-24,John Rose,R,"70,370","172,810","5,560",28.30%,69.50%,2.20%,-41.20%,-48.80%,7.60%,"299,210",83.10%,x,Romney,Trump,Solid R,
421,Missouri,8,-24,Jason Smith,R,"66,151","194,042","4,206",25.00%,73.40%,1.60%,-48.40%,-54.20%,5.80%,"318,514",83.00%,x,Romney,Trump,Solid R,
417,Louisiana,1,-24,Steve Scalise,R,"71,521","192,555","5,249",26.60%,71.50%,1.90%,-44.90%,-42.20%,-2.70%,"354,783",75.90%,x,Romney,Trump,Solid R,
300,West Virginia,3,-23,Carol Miller,R,"76,340","98,645",0,43.60%,56.40%,0.00%,-12.70%,-49.30%,36.60%,"218,890",79.90%,x,Romney,Trump,Solid R,
404,Kentucky,1,-23,James Comer,R,"78,849","172,167",0,31.40%,68.60%,0.00%,-37.20%,-48.50%,11.30%,"310,384",80.90%,x,Romney,Trump,Solid R,
399,Missouri,7,-23,Billy Long,R,"89,190","196,343","10,922",30.10%,66.20%,3.70%,-36.10%,-45.50%,9.40%,"343,078",86.40%,x,Romney,Trump,Solid R,
390,Florida,1,-22,Matt Gaetz,R,"106,199","216,189",0,32.90%,67.10%,0.00%,-34.10%,-39.30%,5.20%,"380,098",84.80%,x,Romney,Trump,Solid R,
414,Pennsylvania,13,-22,John Joyce,R,"74,733","178,533",0,29.50%,70.50%,0.00%,-41.00%,-45.50%,4.50%,"319,516",79.30%,x,Romney,Trump,Sold R,
380,Idaho,1,-21,Russ Fulcher,R,"96,922","197,719","20,428",30.80%,62.80%,6.50%,-32.00%,-38.30%,6.30%,"359,661",87.60%,x,Romney,Trump,Solid R,
416,Illinois,15,-21,John Shimkus,R,"74,309","181,294",5,29.10%,70.90%,0.00%,-41.90%,-46.20%,4.30%,"320,524",79.70%,x,Romney,Trump,Solid R,
405,Mississippi,4,-21,St0 Palazzo,R,"68,787","152,633","2,312",30.70%,68.20%,1.00%,-37.50%,-41.10%,3.60%,"283,455",78.90%,x,Romney,Trump,Solid R,
407,Arizona,4,-21,Paul Gosar,R,"84,521","188,842","3,672",30.50%,68.20%,1.30%,-37.70%,-39.40%,1.70%,"304,185",91.10%,x,Romney,Trump,Solid R,
371,Tennessee,4,-20,Scott DesJarlais,R,"78,065","147,323","7,063",33.60%,63.40%,3.00%,-29.80%,-40.90%,11.10%,"278,304",83.50%,x,Romney,Trump,Solid R,
398,Pennsylvania,15,-20,Glenn Thompson,R,"78,327","165,245",0,32.20%,67.80%,0.00%,-35.70%,-43.40%,7.70%,"308,943",78.80%,x,Romney,Trump,Solid R,
372,Oklahoma,4,-20,Tom Cole,R,"78,088","149,227","9,323",33.00%,63.10%,3.90%,-30.10%,-37.20%,7.10%,"295,464",80.10%,x,Romney,Trump,Solid R,
393,Tennessee,7,-20,Mark Green,R,"81,661","170,071","2,652",32.10%,66.90%,1.00%,-34.80%,-39.00%,4.20%,"293,684",86.60%,x,Romney,Trump,Solid R,
386,Tennessee,2,-20,Tim Burchett,R,"86,668","172,856","2,609",33.10%,65.90%,1.00%,-32.90%,-35.20%,2.30%,"292,087",89.70%,x,Romney,Trump,Solid R,
408,Louisiana,3,-20,Clay Higgins,R,"74,713","168,263","2,967",30.40%,68.40%,1.20%,-38.00%,-38.10%,0.10%,"343,017",71.70%,x,Romney,Trump,Solid R,
368,West Virginia,1,-19,David McKinley,R,"70,217","127,997",0,35.40%,64.60%,0.00%,-29.20%,-41.60%,12.40%,"243,894",81.30%,x,Romney,Trump,Solid R,
375,Virginia,9,-19,Morgan Griffith,R,"85,833","160,933",214,34.80%,65.20%,0.10%,-30.40%,-41.30%,10.90%,"318,350",77.60%,x,Romney,Trump,Solid R,
397,Kentucky,2,-19,Brett Guthrie,R,"79,964","171,700","5,681",31.10%,66.70%,2.20%,-35.60%,-39.90%,4.30%,"324,647",79.30%,x,Romney,Trump,Solid R,
403,South Carolina,3,-19,Jeff Duncan,R,"70,046","153,338","2,820",31.00%,67.80%,1.20%,-36.80%,-38.00%,1.20%,"283,968",79.70%,x,Romney,Trump,Solid R,
383,Arkansas,3,-19,Steve Womack,R,"74,952","148,717","6,039",32.60%,64.70%,2.60%,-32.10%,-31.40%,-0.70%,"292,163",78.60%,x,Romney,Trump,Solid R,
406,Tennessee,8,-19,David Kustoff,R,"74,755","168,030","5,560",30.10%,67.70%,2.20%,-37.60%,-35.40%,-2.20%,"298,758",83.10%,x,Romney,Trump,Solid R,
413,Louisiana,6,-19,Garret Graves,R,"76,716","186,553","5,256",28.60%,69.50%,2.00%,-40.90%,-34.10%,-6.80%,"353,229",76.00%,x,Romney,Trump,Solid R,
343,Alabama,5,-18,Mo Brooks,R,"101,388","159,063",222,38.90%,61.00%,0.10%,-22.10%,-32.90%,10.80%,"314,679",82.80%,x,Romney,Trump,Solid R,
378,Indiana,6,-18,Greg Pence,R,"79,430","154,260","8,036",32.90%,63.80%,3.30%,-31.00%,-40.20%,9.20%,"302,405",75.00%,x,Romney,Trump,Solid R,
365,Kentucky,4,-18,Thomas Massie,R,"90,536","162,946","8,330",34.60%,62.20%,3.20%,-27.70%,-35.90%,8.20%,"337,433",77.60%,x,Romney,Trump,Solid R,
384,Missouri,3,-18,Blaine Luetkemeyer,R,"106,589","211,243","6,776",32.80%,65.10%,2.10%,-32.20%,-39.00%,6.80%,"378,693",85.70%,x,Romney,Trump,Solid R,
369,Tennessee,3,-18,Chuck Fleischmann,R,"84,731","156,512","4,522",34.50%,63.70%,1.80%,-29.20%,-35.00%,5.80%,"278,072",88.40%,x,Romney,Trump,Solid R,
334,Texas,26,-18,Michael Burgess,R,"121,938","185,551","5,016",39.00%,59.40%,1.60%,-20.40%,-26.20%,5.80%,"322,035",97.00%,x,Romney,Trump,Solid R,
370,Indiana,3,-18,Jim Banks,R,"86,610","158,927",0,35.30%,64.70%,0.00%,-29.50%,-34.80%,5.30%,"292,911",83.80%,x,Romney,Trump,Solid R,
394,Florida,2,-18,Neal Dunn,R,"96,233","199,335",0,32.60%,67.40%,0.00%,-34.90%,-35.60%,0.70%,"354,956",83.30%,x,Romney,Trump,Solid R,
379,Georgia,3,-18,Drew Ferguson,R,"101,010","191,996",0,34.50%,65.50%,0.00%,-31.10%,-31.60%,0.50%,"311,864",94.00%,x,Romney,Trump,Solid R,
374,Texas,12,-18,Kay Granger,R,"90,994","172,557","4,940",33.90%,64.30%,1.80%,-30.40%,-30.00%,-0.40%,"285,007",94.20%,x,Romney,Trump,Solid R,
291,West Virginia,2,-17,Alex Mooney,R,"88,011","110,504","6,277",43.00%,54.00%,3.10%,-11.00%,-36.40%,25.40%,"250,267",81.80%,x,Romney,Trump,Solid R,
325,Oklahoma,1,-17,Kevin Hern,R,"103,042","150,129",0,40.70%,59.30%,0.00%,-18.60%,-28.80%,10.20%,"311,506",81.30%,x,Romney,Trump,Solid R,
366,Indiana,4,-17,Jim Baird,R,"87,824","156,539",0,35.90%,64.10%,0.00%,-28.10%,-33.90%,5.80%,"304,049",80.40%,x,Romney,Trump,Solid R,
381,Pennsylvania,12,-17,Tom Marino,R,"82,825","161,047",0,34.00%,66.00%,0.00%,-32.10%,-36.50%,4.40%,"306,841",79.50%,x,Romney,Trump,Solid R,
382,Missouri,4,-17,Vicky Hartzler,R,"95,968","190,138","7,210",32.70%,64.80%,2.50%,-32.10%,-35.80%,3.70%,"341,135",86.00%,x,Romney,Trump,Solid R,
340,Idaho,2,-17,Mike Simpson,R,"110,381","170,274",0,39.30%,60.70%,0.00%,-21.30%,-24.70%,3.40%,"330,594",84.90%,x,Romney,Trump,Solid R,
347,Georgia,11,-17,Barry Loudermilk,R,"118,653","191,887",0,38.20%,61.80%,0.00%,-23.60%,-25.10%,1.50%,"329,312",94.30%,x,Romney,Trump,Solid R,
387,Ohio,8,-17,Warren Davidson,R,"87,281","173,852",0,33.40%,66.60%,0.00%,-33.20%,-34.30%,1.10%,"345,230",75.60%,x,Romney,Trump,Solid R,
396,Arkansas,4,-17,Bruce Westerman,R,"63,984","136,740","4,168",31.20%,66.70%,2.00%,-35.50%,-32.80%,-2.70%,"270,782",75.70%,x,Romney,Trump,Solid R,
385,Florida,4,-17,John Rutherford,R,"123,351","248,420","9,478",32.40%,65.20%,2.50%,-32.80%,-28.00%,-4.80%,"421,712",90.40%,x,Romney,Trump,Solid R,
411,Arkansas,1,-17,Rick Crawford,R,"57,907","138,757","4,581",28.80%,68.90%,2.30%,-40.20%,-34.80%,-5.40%,"260,716",77.20%,x,Romney,Trump,Solid R,
353,North Dakota,AL,-16,Kelly Armstrong,R,"114,377","193,568","13,587",35.60%,60.20%,4.20%,-24.60%,-35.70%,11.10%,"344,360",93.40%,x,Romney,Trump,Solid R,
345,Alabama,2,-16,Martha Roby,R,"86,931","138,879",420,38.40%,61.40%,0.20%,-23.00%,-31.70%,8.70%,"287,564",78.70%,x,Romney,Trump,Solid R,
364,Alabama,3,-16,Mike Rogers,R,"83,996","147,770",149,36.20%,63.70%,0.10%,-27.50%,-33.00%,5.50%,"291,243",79.60%,x,Romney,Trump,Solid R,
410,Ohio,6,-16,Bill Johnson,R,"76,716","172,774",0,30.70%,69.30%,0.00%,-38.50%,-42.30%,3.80%,"322,137",77.40%,x,Romney,Trump,Solid R,
354,Texas,5,-16,Lance Gooden,R,"78,666","130,617",224,37.50%,62.30%,0.10%,-24.80%,-28.30%,3.50%,"233,340",89.80%,x,Romney,Trump,Solid R,
388,Missouri,6,-16,Sam Graves,R,"97,660","199,796","7,953",32.00%,65.40%,2.60%,-33.40%,-32.30%,-1.10%,"356,840",85.60%,x,Romney,Trump,Solid R,
392,Mississippi,1,-16,Trent Kelly,R,"76,601","158,245","1,675",32.40%,66.90%,0.70%,-34.50%,-33.00%,-1.50%,"310,621",76.10%,x,Romney,Trump,Solid R,
318,Utah,2,-16,Chris Stewart,R,"105,051","151,489","13,504",38.90%,56.10%,5.00%,-17.20%,-14.00%,-3.20%,"283,693",95.20%,x,Romney,Trump,Solid R,
433,Georgia,8,-15,Austin Scott,R,0,"198,152",564,0.00%,99.70%,0.30%,-99.70%,-28.90%,N/A,"265,514",74.80%,x,Romney,Trump,Solid R,
328,Kansas,4,-15,Ron Estes,R,"98,445","144,248",0,40.60%,59.40%,0.00%,-18.90%,-27.00%,8.10%,"276,300",87.80%,x,Romney,Trump,Solid R,
367,Indiana,8,-15,Larry Bucshon,R,"86,895","157,396",0,35.60%,64.40%,0.00%,-28.90%,-33.60%,4.70%,"301,334",81.10%,x,Romney,Trump,Solid R,
360,Alabama,1,-15,Bradley Byrne,R,"89,226","153,228",163,36.80%,63.20%,0.10%,-26.40%,-29.20%,2.80%,"305,780",79.30%,x,Romney,Trump,Solid R,
346,South Carolina,4,-15,William Timmons,R,"89,182","145,321","9,447",36.60%,59.60%,3.90%,-23.00%,-25.60%,2.60%,"303,659",80.30%,x,Romney,Trump,Solid R,
373,Florida,11,-15,Dan Webster,R,"128,053","239,395",58,34.80%,65.10%,0.00%,-30.30%,-32.30%,2.00%,"411,005",89.40%,x,Romney,Trump,Solid R,
327,Arizona,5,-15,Andy Biggs,R,"127,027","186,037",0,40.60%,59.40%,0.00%,-18.80%,-20.50%,1.70%,"341,437",91.70%,x,Romney,Trump,Solid R,
359,Georgia,10,-15,Jody Hice,R,"112,339","190,396",0,37.10%,62.90%,0.00%,-25.80%,-25.50%,-0.30%,"315,073",96.10%,x,Romney,Trump,Solid R,
391,Illinois,18,-15,Darin LaHood,R,"95,486","195,927",0,32.80%,67.20%,0.00%,-34.50%,-27.30%,-7.20%,"345,450",84.40%,x,Romney,Trump,Solid R,
401,Louisiana,5,-15,Ralph Abraham,R,"67,118","149,018","7,810",30.00%,66.50%,3.50%,-36.60%,-29.40%,-7.20%,"323,222",69.30%,x,Romney,Trump,Solid R,
332,Pennsylvania,9,-14,Dan Meuser,R,"100,204","148,723",0,40.30%,59.70%,0.00%,-19.50%,-34.00%,14.50%,"315,463",78.90%,x,Romney,Trump,Solid R,
314,Pennsylvania,14,-14,Guy Reschenthaler,R,"110,051","151,386",0,42.10%,57.90%,0.00%,-15.80%,-29.00%,13.20%,"333,028",78.50%,x,Romney,Trump,Solid R,
335,North Carolina,11,-14,Mark Meadows,R,"116,508","178,012","6,146",38.70%,59.20%,2.00%,-20.50%,-29.10%,8.60%,"368,712",81.50%,x,Romney,Trump,Solid R,
321,Pennsylvania,11,-14,Lloyd Smucker,R,"113,876","163,708",0,41.00%,59.00%,0.00%,-18.00%,-25.80%,7.80%,"332,899",83.40%,x,Romney,Trump,Solid R,
320,Colorado,5,-14,Doug Lamborn,R,"126,848","184,002","11,866",39.30%,57.00%,3.70%,-17.70%,-23.90%,6.20%,"371,829",86.80%,x,Romney,Trump,Likely R,
350,South Dakota,AL,-14,Dusty Johnson,R,"121,033","202,695","12,237",36.00%,60.30%,3.60%,-24.30%,-29.80%,5.50%,"370,093",90.80%,x,Romney,Trump,Solid R,
342,Maryland,1,-14,Andy Harris,R,"116,631","183,662","5,893",38.10%,60.00%,1.90%,-21.90%,-25.10%,3.20%,"367,987",83.20%,x,Romney,Trump,Solid R,
376,Ohio,4,-14,Jim Jordan,R,"89,412","167,993",0,34.70%,65.30%,0.00%,-30.50%,-33.40%,2.90%,"326,550",78.80%,x,Romney,Trump,Solid R,
363,California,23,-14,Kevin McCarthy,R,"74,661","131,113",0,36.30%,63.70%,0.00%,-27.40%,-21.90%,-5.50%,"246,632",83.40%,x,Romney,Trump,Solid R,
301,Indiana,9,-13,Trey Hollingsworth,R,"118,090","153,271",0,43.50%,56.50%,0.00%,-13.00%,-26.80%,13.80%,"326,098",83.20%,x,Romney,Trump,Likely R,
290,Arizona,8,-13,Debbie Lesko,R,"135,569","168,835",13,44.50%,55.50%,0.00%,-10.90%,-20.80%,9.90%,"332,767",91.50%,x,Romney,Trump,Likely R,
235,Utah,4,-13,Ben McAdams,D,"134,964","134,270",37,50.10%,49.90%,0.00%,0.30%,-6.70%,7.00%,"277,318",97.10%,x,Romney,Trump,Lean D,
356,Michigan,10,-13,Paul Mitchell,R,"106,061","182,808","14,195",35.00%,60.30%,4.70%,-25.30%,-32.20%,6.90%,"357,907",84.70%,x,Romney,Trump,Solid R,
331,Virginia,6,-13,Ben Cline,R,"113,133","167,957",287,40.20%,59.70%,0.10%,-19.50%,-24.60%,5.10%,"347,830",80.90%,x,Romney,Trump,Solid R,
285,Texas,3,-13,Van Taylor,R,"138,234","169,520","4,757",44.20%,54.20%,1.50%,-10.00%,-13.90%,3.90%,"324,304",96.40%,x,Romney,Trump,Solid R,
351,Florida,17,-13,Greg Steube,R,"117,194","193,326",0,37.70%,62.30%,0.00%,-24.50%,-27.20%,2.70%,"353,861",87.80%,x,Romney,Trump,Solid R,
339,Colorado,4,-13,Ken Buck,R,"145,544","224,038",39,39.40%,60.60%,0.00%,-21.20%,-23.20%,2.00%,"402,203",91.90%,x,Romney,Trump,Solid R,
348,Texas,27,-13,Michael Cloud,R,"75,929","125,118","6,374",36.60%,60.30%,3.10%,-23.70%,-23.40%,-0.30%,"235,405",88.10%,x,Romney,Trump,Solid R,
357,Mississippi,3,-13,Michael Guest,R,"94,461","160,284","2,526",36.70%,62.30%,1.00%,-25.60%,-24.50%,-1.10%,"323,862",79.40%,x,Romney,Trump,Solid R,
352,Florida,19,-13,Francis Rooney,R,"128,106","211,465",36,37.70%,62.30%,0.00%,-24.50%,-22.10%,-2.40%,"381,184",89.10%,x,Romney,Trump,Solid R,
358,Washington,4,-13,Dan Newhouse,R,"83,785","141,551",0,37.20%,62.80%,0.00%,-25.60%,-22.90%,-2.70%,"242,666",92.90%,x,Romney,Trump,Solid R,
349,Wisconsin,5,-13,Jim Sensenbrenner,R,"138,385","225,619",1,38.00%,62.00%,0.00%,-24.00%,-19.80%,-4.20%,"405,647",89.70%,x,Romney,Trump,Solid R,
