,CD_ID,State,CD,2020_dem_pct,2020_GOP_pct,Dem_2018_Vote_Share,GOP_2018_Vote_Share,2016_dem_vote_pct,2016_GOP_vote_pct,2018_Cook_PVI_Score,white_pct_pop,black_pct_pop,hispanic_pct_pop,asian_pct_pop,other_race_pct_pop,white_non_college_pct_pop,white_ba_pct_pop,black_non_college_pct_dis,black_ba_pct_dis,hispanic_non_college_pct_pop,hispanic_ba_pct_pop,asian_non_college_pct_pop,asian_ba_pct_pop,2020_dem_margin,City_Lab_Congressional_Index_Dense suburban,City_Lab_Congressional_Index_Pure rural,City_Lab_Congressional_Index_Pure urban,City_Lab_Congressional_Index_Rural-suburban mix,City_Lab_Congressional_Index_Sparse suburban,City_Lab_Congressional_Index_Urban-suburban mix
0,AK-AL,AK,AL,45.3,54.4,46.5,53.1,36.5,50.5,-9,65.47107991,3.270682439,5.859834978,6.387251115,19.01115156,41.45474303,24.01633689,2.542050746,0.7286316929,4.694478761,1.165356218,4.562056613,1.825194501,-9.100000000000001,0,1,0,0,0,0
1,AL-1,AL,1,35.5,64.4,36.8,63.2,0.0,96.4,-15,68.22604805,25.74023429,2.625407114,0.0,3.408310543,49.32090808,18.90513997,21.24561763,4.49461666,2.086069178,0.5393379356,0.0,0.0,-28.900000000000006,0,0,0,1,0,0
2,AL-2,AL,2,34.7,65.2,38.4,61.4,45.4,54.6,-16,64.16768924,30.26019923,2.618440103,1.374253629,1.579417793,47.54549645,16.62219279,25.09040858,5.169790659,2.12955208,0.4888880232,0.7148283049,0.6594253239,-30.5,0,1,0,0,0,0
3,AL-3,AL,3,32.5,67.5,36.2,63.7,32.9,67.1,-16,69.61086315,25.19419803,1.957310386,1.986941661,1.250686767,52.17368043,17.43718272,20.63077578,4.563422248,1.658322582,0.2989878038,0.6461264309,1.34081523,-35.0,0,1,0,0,0,0
4,AL-4,AL,4,17.7,82.2,20.1,79.8,0.0,98.5,-30,86.39160787,6.973183438,4.547201577,0.0,2.088007119,70.58617103,15.80543684,6.345695104,0.6274883338,4.121077676,0.4261239018,0.0,0.0,-64.5,0,1,0,0,0,0
5,AL-5,AL,5,0.0,95.8,38.9,61.0,33.2,66.8,-18,75.64462423,16.76455441,3.539487288,0.0,4.051334065,49.63989889,26.00472534,11.87901232,4.885542098,2.773879303,0.7656079851,0.0,0.0,-95.8,0,0,0,1,0,0
6,AL-6,AL,6,0.0,97.1,30.8,69.2,25.2,74.8,-26,78.22796119,15.41698058,3.495662842,1.659317994,1.200077398,46.54591788,31.6820433,10.77949453,4.637486054,2.837781648,0.6578811944,0.6671442275,0.9921737663,-97.1,0,0,0,1,0,0
7,AL-7,AL,7,97.2,0.0,97.8,0.0,98.4,0.0,20,33.29944908,61.59658374,2.85921092,0.0,2.24475626,23.27439893,10.02505015,51.26612149,10.33046225,2.507510506,0.3517004148,0.0,0.0,97.2,0,0,0,1,0,0
8,AR-1,AR,1,0.0,100.0,28.8,68.9,0.0,76.5,-17,78.14550176,15.99918547,2.971003681,0.0,2.884309084,64.34775421,13.79774755,14.53969201,1.459493462,2.614346141,0.3566575402,0.0,0.0,-100.0,0,1,0,0,0,0
9,AR-2,AR,2,44.6,55.4,45.8,52.1,36.8,58.4,-7,71.74922511,21.47138606,3.933279933,0.0,2.846108899,49.43484133,22.31438378,16.18160922,5.289776839,3.411461054,0.5218188784,0.0,0.0,-10.799999999999997,0,0,0,1,0,0
10,AR-3,AR,3,31.8,64.3,32.6,64.7,0.0,77.3,-19,79.09171805,2.530076572,11.76163704,2.96945445,3.647113889,54.47712183,24.61459623,1.875542285,0.6545342872,10.69510505,1.066531986,1.108157258,1.861297191,-32.5,0,0,0,1,0,0
11,AR-4,AR,4,27.5,69.7,31.2,66.7,0.0,74.9,-17,75.47999396,18.22538343,3.986718528,0.0,2.30790409,61.02066122,14.45933274,15.83115805,2.394225375,3.702085994,0.2846325342,0.0,0.0,-42.2,0,1,0,0,0,0
12,AZ-1,AZ,1,51.6,48.4,53.8,46.1,50.8,43.5,-2,54.70585761,2.870311251,19.37092106,1.607488999,21.44542107,35.8801332,18.82572441,2.084440485,0.7858707662,16.62715966,2.743761398,0.7443884125,0.8631005861,3.200000000000003,0,1,0,0,0,0
13,AZ-2,AZ,2,55.1,44.9,54.7,45.2,43.3,56.7,-1,66.54918486,3.818318711,24.19580984,3.032182972,2.404503619,39.54571995,27.00346491,2.886787234,0.9315314762,18.97308738,5.222722454,1.604923096,1.427259876,10.200000000000003,1,0,0,0,0,0
14,AZ-3,AZ,3,64.6,35.4,63.9,36.1,98.6,0.0,13,30.28534837,4.309472548,59.42749713,2.050986292,3.926695661,22.0188043,8.266544069,3.501844102,0.8076284458,53.494558,5.932939131,1.078753522,0.9722327694,29.199999999999996,1,0,0,0,0,0
15,AZ-4,AZ,4,30.2,69.7,30.5,68.2,28.5,71.5,-21,77.89440437,1.74549137,16.19378357,1.066083154,3.100237541,60.00674035,17.88766401,1.446896913,0.298594457,14.46489887,1.728884699,0.6286113404,0.4374718134,-39.5,0,0,0,1,0,0
16,AZ-5,AZ,5,41.1,58.9,40.6,59.4,36.9,63.1,-15,74.63513082,4.128450887,13.43060826,5.490723246,2.315086787,45.89562968,28.73950114,2.275040708,1.853410179,10.33894508,3.091663182,1.838414951,3.652308295,-17.799999999999997,1,0,0,0,0,0
17,AZ-6,AZ,6,47.8,52.2,44.8,55.2,38.4,61.6,-9,74.11680065,2.742575183,13.90650873,5.665929972,3.56818546,39.27274184,34.84405881,1.947846002,0.7947291811,11.01620506,2.89030367,1.664908392,4.00102158,-4.400000000000006,1,0,0,0,0,0
18,AZ-7,AZ,7,76.7,23.3,85.6,0.2,74.6,25.4,23,26.37391054,9.302608045,58.06715133,3.040400894,3.215929193,18.48551989,7.888390644,7.330265506,1.972342539,54.02118486,4.045966473,1.767820726,1.272580168,53.400000000000006,0,0,0,0,0,1
19,AZ-8,AZ,8,40.4,59.6,44.5,55.5,0.0,68.6,-13,72.51472773,4.023297397,17.05782546,3.904386529,2.499762881,47.82869107,24.68603667,2.792034201,1.231263195,14.30355468,2.75427078,1.776110332,2.128276196,-19.200000000000003,1,0,0,0,0,0
20,AZ-9,AZ,9,61.6,38.4,61.1,38.9,61.1,38.9,4,60.93445756,6.891475473,22.21301023,5.266190533,4.694866209,31.79167886,29.1427787,4.795295019,2.096180454,17.30066868,4.912341545,1.620408001,3.645782532,23.200000000000003,0,0,0,0,0,1
21,CA-1,CA,1,43.0,57.0,45.1,54.9,40.5,59.5,-11,79.2481209,1.276077623,12.01888452,2.705149274,4.751767688,57.32461393,21.92350697,1.11830875,0.1577688736,10.35584541,1.66303911,1.716159273,0.9889900007,-14.0,0,0,0,1,0,0
22,CA-2,CA,2,75.7,24.3,77.0,23.0,77.1,22.9,22,75.35918535,1.611963262,14.46357251,4.196388332,4.368890547,39.227159,36.13202636,1.291629757,0.3203335043,11.64448226,2.819090245,1.833418807,2.362969525,51.400000000000006,0,0,0,1,0,0
23,CA-3,CA,3,54.7,45.3,58.1,41.9,58.2,41.8,5,51.49570869,6.664688512,25.64054621,11.03343014,5.165626442,36.03215992,15.46354877,5.012183944,1.652504568,21.85468284,3.785863373,6.137090202,4.896339939,9.400000000000006,0,0,0,1,0,0
24,CA-4,CA,4,44.1,55.9,45.9,54.1,37.2,62.8,-10,78.1006159,1.741986176,11.20831055,5.724910294,3.224177074,50.02317338,28.07744253,1.225654376,0.5163317993,8.937862763,2.270447789,2.252524631,3.472385663,-11.799999999999997,0,0,0,1,0,0
25,CA-5,CA,5,76.1,23.9,78.9,0.0,77.2,22.8,21,55.54342594,6.527657444,23.10306321,11.99946091,2.826392499,33.26036312,22.28306282,4.45561139,2.072046054,19.89545428,3.207608926,7.227516895,4.771944011,52.199999999999996,1,0,0,0,0,0
26,CA-6,CA,6,73.3,26.7,100.0,0.0,75.2,24.8,21,41.23614999,11.33879012,25.29244566,16.34023753,5.792376693,26.31534978,14.92080022,8.744130201,2.594659916,21.05220211,4.240243554,10.06020854,6.280028987,46.599999999999994,0,0,0,0,0,1
27,CA-7,CA,7,56.6,43.4,55.0,45.0,51.2,48.8,3,54.96112314,7.443752632,14.52129579,17.69066203,5.383166396,35.7559932,19.20512994,5.344439933,2.099312699,11.51510708,3.006188714,9.614314504,8.076347531,13.200000000000003,1,0,0,0,0,0
28,CA-8,CA,8,43.9,56.1,0.0,100.0,37.3,62.7,-9,47.50041288,7.68444498,38.40213893,3.001289965,3.411713244,37.6384258,9.861987082,5.998116383,1.686328598,34.41775242,3.984386508,1.644148065,1.357141901,-12.200000000000003,0,0,0,1,0,0
29,CA-9,CA,9,57.6,42.4,56.5,43.5,57.6,42.4,8,36.95385298,9.887770821,32.87415996,17.11098967,3.173226569,26.7526404,10.20121258,7.491713495,2.396057326,29.82607249,3.048087471,10.9653135,6.145676167,15.200000000000003,1,0,0,0,0,0
30,CA-10,CA,10,55.2,44.8,52.3,47.7,47.6,52.4,0,46.51226008,3.164708311,38.47254385,8.02643116,3.824056607,36.84072835,9.671531728,2.737337794,0.4273705165,34.70142314,3.771120708,4.702915153,3.323516006,10.400000000000006,1,0,0,0,0,0
31,CA-11,CA,11,73.0,27.0,74.1,25.9,71.8,28.2,21,48.66786938,7.623567115,24.22113406,16.11648346,3.370945994,21.02741952,27.64044986,5.426195892,2.197371222,20.43932484,3.781809218,6.669057144,9.447426315,46.0,0,0,0,0,0,1
32,CA-12,CA,12,100.0,0.0,86.8,13.2,81.0,0.0,37,44.06175315,5.243700063,13.25437456,34.15372934,3.286442882,9.018696379,35.04305677,3.508294196,1.735405868,8.657166839,4.597207717,16.96385666,17.18987269,100.0,0,0,1,0,0,0
33,CA-13,CA,13,90.4,9.6,88.4,0.0,90.7,9.3,40,38.02153809,17.16814415,18.50140281,22.14184933,4.167065621,10.05472142,27.96681667,11.95018888,5.217955273,12.41917797,6.082224844,10.18949255,11.95235678,80.80000000000001,0,0,1,0,0,0
34,CA-14,CA,14,79.3,20.7,79.2,20.8,80.9,19.1,27,35.51957162,2.686203134,20.17183044,38.1951385,3.427256306,14.49152309,21.02804852,1.667690558,1.018512576,15.40018889,4.771641558,16.79775538,21.39738312,58.599999999999994,0,0,0,0,0,1
35,CA-15,CA,15,70.9,29.1,73.0,27.0,73.8,26.2,20,33.52421787,5.278332909,18.75149886,37.83637949,4.609570873,16.63656844,16.88764943,3.618146143,1.660186766,15.43257876,3.318920097,13.65593547,24.18044402,41.800000000000004,0,0,0,0,0,1
36,CA-16,CA,16,59.4,40.6,57.5,42.5,57.8,42.2,9,26.37815399,5.613952434,55.89240554,9.63007738,2.485410657,20.56086189,5.817292094,4.984599521,0.6293529132,51.8565022,4.035903339,7.348450841,2.281626539,18.799999999999997,1,0,0,0,0,0
37,CA-17,CA,17,71.3,28.7,75.3,24.7,61.1,38.9,25,23.22584254,2.473173921,13.64572444,57.20938852,3.445870584,9.736406896,13.48943565,1.439814831,1.03335909,10.53253569,3.113188746,16.39983357,40.80955494,42.599999999999994,0,0,1,0,0,0
38,CA-18,CA,18,100.0,0.0,74.5,25.5,71.2,28.8,23,56.73503315,2.193950778,13.00560085,25.33088194,2.734533281,17.76386296,38.9711702,1.271457622,0.9224931551,9.013810889,3.991789962,5.146231828,20.18465011,100.0,0,0,0,0,0,1
39,CA-19,CA,19,71.7,28.3,73.8,26.2,74.0,26.0,24,27.50000984,2.646097061,33.63134471,33.29942667,2.923121722,13.72000047,13.78000937,1.711532332,0.9345647289,28.18804623,5.443298482,17.60542874,15.69399793,43.400000000000006,0,0,0,0,0,1
40,CA-20,CA,20,76.8,23.2,81.4,0.0,70.6,29.4,23,42.41372496,2.549360085,46.65410942,6.259565093,2.123240443,21.71570441,20.69802055,2.053867241,0.495492844,41.62560334,5.02850608,3.520584921,2.738980172,53.599999999999994,0,0,0,0,0,1
41,CA-21,CA,21,49.6,50.4,50.4,49.6,42.0,58.0,5,22.00264094,3.455816066,68.96591495,3.91597956,1.659648487,17.18728301,4.815357927,2.9594044,0.4964116663,64.82208973,4.143825218,2.905738274,1.010241286,-0.7999999999999972,0,0,0,1,0,0
42,CA-22,CA,22,45.8,54.2,47.3,52.7,31.8,68.2,-8,42.33764658,3.104781673,43.28448153,9.353683136,1.919407083,27.90453393,14.43311265,2.184311625,0.9204700486,38.1924973,5.091984231,5.910133331,3.443549805,-8.400000000000006,1,0,0,0,0,0
43,CA-23,CA,23,37.9,62.1,36.3,63.7,30.0,70.0,-14,50.03293153,6.274595087,35.02174723,5.883144857,2.787581293,37.01690071,13.01603082,5.146638499,1.127956588,30.70233213,4.319415103,2.888239924,2.994904934,-24.200000000000003,1,0,0,0,0,0
44,CA-24,CA,24,58.7,41.3,58.6,41.4,53.2,46.8,7,60.00008395,2.12982532,31.05750402,4.509613387,2.302973318,32.65256437,27.34751958,1.509430794,0.6203945256,26.73048307,4.327020952,2.053220448,2.456392939,17.400000000000006,0,0,0,0,1,0
45,CA-25,CA,25,50.0,50.0,54.4,45.6,45.8,54.2,0,43.14339947,9.282949411,35.21960593,9.672375263,2.68166993,27.53547546,15.60792401,7.004765567,2.278183844,31.24908129,3.970524638,4.164385429,5.507989834,0.0,1,0,0,0,0,0
46,CA-26,CA,26,60.6,39.4,61.9,38.1,59.9,40.1,7,48.65413595,1.978984238,39.7825113,7.552844866,2.031523643,25.23826009,23.41587586,1.14466664,0.8343175987,34.03168656,5.750824746,3.131796522,4.421048344,21.200000000000003,1,0,0,0,0,0
47,CA-27,CA,27,69.8,30.2,100.0,0.0,66.5,33.5,16,27.95148315,4.256749935,24.04601748,41.28561659,2.460132856,11.51027468,16.44120846,2.653301101,1.603448834,18.07856652,5.96745096,20.64499906,20.64061753,39.599999999999994,0,0,0,0,0,1
48,CA-28,CA,28,72.7,27.3,78.4,21.6,77.9,22.1,23,56.78810941,3.031147462,21.48082396,15.59181655,3.108102622,26.97767378,29.81043564,1.367292027,1.663855435,16.04838025,5.432443705,5.888269229,9.703547319,45.400000000000006,0,0,1,0,0,0
49,CA-29,CA,29,100.0,0.0,80.6,19.4,75.2,24.8,29,23.21734621,4.496904395,61.75986106,8.810342422,1.715545911,13.85368922,9.363656999,2.933587673,1.563316722,55.16590066,6.593960395,4.87883098,3.931511442,100.0,0,0,1,0,0,0
50,CA-30,CA,30,69.5,30.5,73.4,26.6,72.4,27.6,18,54.07961336,4.316796034,25.73682011,13.23347133,2.633299161,24.72700775,29.35260562,2.294135087,2.022660947,20.66043229,5.076387822,5.861162409,7.372308923,39.0,0,0,0,0,0,1
51,CA-31,CA,31,61.3,38.7,58.7,41.3,55.7,44.3,8,29.63293756,11.54755414,47.44651329,9.081550443,2.291444568,18.30836338,11.32457418,8.939543135,2.608011003,41.44558557,6.000927727,3.979256354,5.102294089,22.599999999999994,1,0,0,0,0,0
52,CA-32,CA,32,66.6,33.4,68.8,31.2,62.4,37.6,17,17.54545623,2.654590302,56.07665019,21.69813069,2.025172591,11.86916677,5.676289462,1.872605196,0.7819851056,49.27535635,6.801293837,13.33821988,8.359910807,33.199999999999996,0,0,0,0,0,1
53,CA-33,CA,33,67.6,32.4,70.0,30.0,66.3,33.7,16,67.35418009,2.847044308,11.52649199,15.42936517,2.842918441,20.41282241,46.94135769,1.972360624,0.8746836836,6.636161451,4.890330541,3.587342628,11.84202254,35.199999999999996,0,0,0,0,0,1
54,CA-34,CA,34,100.0,0.0,72.5,0.0,78.2,21.8,35,15.32318284,5.58129304,53.18899332,23.66502208,2.24150872,5.766718699,9.556464139,3.811741824,1.769551216,46.75505097,6.43394235,12.32492132,11.34010076,100.0,0,0,1,0,0,0
55,CA-35,CA,35,69.3,30.7,69.4,30.6,71.8,28.2,19,17.04061018,5.846423418,66.50113379,8.639455782,1.97237683,12.53391053,4.50669965,4.244897959,1.601525459,59.38548753,7.115646259,4.136672851,4.502782931,38.599999999999994,0,0,0,0,0,1
56,CA-36,CA,36,60.3,39.7,59.0,41.0,61.4,38.6,2,48.7868532,4.321772089,41.11935963,4.171085515,1.600929572,31.95145568,16.83539751,3.450482769,0.8712893201,36.98055092,4.138808709,2.260298607,1.910786909,20.599999999999994,1,0,0,0,0,0
57,CA-37,CA,37,85.9,14.1,89.1,10.9,82.0,18.0,37,28.27637373,22.70611926,36.72926282,9.816643703,2.471600489,8.112191315,20.16418241,16.4750884,6.231030861,31.2441828,5.48508002,2.88533246,6.931311243,71.80000000000001,0,0,1,0,0,0
58,CA-38,CA,38,100.0,0.0,68.9,31.1,69.7,30.3,17,17.52052745,4.529932299,58.11330697,18.19753691,1.638696371,12.39839197,5.122135472,3.403161299,1.126771,49.80393691,8.309370066,8.594459185,9.603077727,100.0,0,0,1,0,0,0
59,CA-39,CA,39,49.4,50.6,51.6,48.4,42.3,57.7,0,34.21986554,1.909942293,28.14109927,34.20399564,1.525097253,19.75603998,14.46382556,1.013888145,0.8960541481,22.49181212,5.649287144,12.90222754,21.30176811,-1.2000000000000028,1,0,0,0,0,0
60,CA-40,CA,40,72.7,27.3,77.3,0.0,71.9,0.0,33,4.2626792,5.773461258,86.80272486,2.496556951,0.6645777297,3.22167688,1.04100232,4.722984777,1.050476481,80.22465315,6.578071708,1.276469881,1.22008707,45.400000000000006,0,0,1,0,0,0
61,CA-41,CA,41,64.0,36.0,65.1,34.9,64.4,35.6,12,24.15869338,10.12312417,56.68362932,7.546252747,1.488300375,17.81707565,6.341617731,7.856734329,2.266389845,51.50160374,5.182025589,4.197367401,3.348885346,28.0,1,0,0,0,0,0
62,CA-42,CA,42,42.9,57.1,43.5,56.5,41.0,59.0,-9,43.88392302,6.545069876,36.78376123,10.23488459,2.552361291,31.30019253,12.58373048,4.543774113,2.001295764,30.64407499,6.139686235,5.343377331,4.891507258,-14.200000000000003,0,0,0,0,1,0
63,CA-43,CA,43,71.7,28.3,77.7,22.3,75.6,24.4,29,17.58168714,21.92391272,43.76640872,14.12580261,2.602188812,8.546003402,9.035683733,16.26839989,5.655512837,38.38071171,5.385697008,5.791010728,8.334791886,43.400000000000006,0,0,1,0,0,0
64,CA-44,CA,44,100.0,0.0,100.0,0.0,51.1,48.9,35,7.828687944,16.38624773,66.78905105,7.500010869,1.4960024,5.173838,2.654849943,12.82123184,3.56501589,61.69499115,5.094059901,4.397577528,3.102433341,100.0,0,0,1,0,0,0
65,CA-45,CA,45,53.5,46.5,52.1,47.9,41.0,59.0,-3,54.47419583,1.737919044,14.97036481,26.02113656,2.796383761,24.03406001,30.44013582,1.112297287,0.6256217571,10.36258782,4.607776988,6.617768749,19.40336781,7.0,0,0,0,0,0,1
66,CA-46,CA,46,68.8,31.2,69.1,30.9,69.9,30.1,15,19.07877689,2.186342776,60.81552132,16.32401006,1.595348954,12.66707905,6.411697832,1.755427196,0.4309155807,54.2036212,6.611900125,9.263222128,7.060787936,37.599999999999994,0,0,1,0,0,0
67,CA-47,CA,47,63.3,36.7,64.9,35.1,62.5,37.5,13,34.79092795,7.099021959,29.89234967,25.68938266,2.528317757,19.37526534,15.41566261,5.204926283,1.894095675,24.65832332,5.234026354,15.00885958,10.68052308,26.599999999999994,0,0,1,0,0,0
68,CA-48,CA,48,48.9,51.1,53.6,46.4,41.5,58.5,-4,56.94588576,1.364988692,18.02088149,20.4291773,3.239066759,27.50022539,29.44566037,0.8206045005,0.5443841918,14.5825141,3.438367385,10.75494463,9.674232673,-2.200000000000003,0,0,0,0,0,1
69,CA-49,CA,49,53.1,46.9,56.4,43.6,49.0,51.0,-1,63.75422751,2.333065807,23.32746373,7.453192942,3.132050007,28.3319957,35.42223181,1.581397763,0.7516680442,18.62619438,4.701269351,2.793849299,4.659343643,6.200000000000003,1,0,0,0,0,0
70,CA-50,CA,50,46.0,54.0,48.3,51.7,36.1,63.9,-11,60.07481704,2.731550082,26.70881767,6.824054013,3.660761197,39.20967859,20.86513845,2.083148849,0.6484012334,22.12120675,4.587610912,3.352598426,3.471455587,-8.0,1,0,0,0,0,0
71,CA-51,CA,51,68.3,31.7,71.2,28.8,71.9,28.1,22,15.35809529,6.724412943,67.29813574,8.889061002,1.730295025,11.12341487,4.234680421,5.766324348,0.9580885955,59.7142271,7.583908633,6.330041321,2.559019681,36.599999999999994,0,0,0,0,0,1
72,CA-52,CA,52,61.6,38.4,63.8,36.2,56.4,43.6,6,61.0633965,2.73817002,11.41778171,21.31888739,3.461764384,21.6185166,39.4448799,1.574489454,1.163680566,7.094930763,4.322850943,7.286530397,14.03235699,23.200000000000003,0,0,0,0,0,1
73,CA-53,CA,53,100.0,0.0,69.1,30.9,66.1,33.9,14,43.59584615,7.790915402,29.67095115,15.71306607,3.229221235,22.30945057,21.28639558,5.791571579,1.999343824,20.84284215,8.828108998,8.63705656,7.076009505,100.0,0,0,0,0,0,1
74,CO-1,CO,1,73.6,23.5,73.8,23.0,67.8,28.4,21,64.18772145,7.348014559,22.15877092,3.723727783,2.581765287,22.64439059,41.54333086,5.452199127,1.895815432,17.17770977,4.981061155,1.472145255,2.251582528,50.099999999999994,0,0,0,0,0,1
75,CO-2,CO,2,61.5,35.4,60.3,33.6,56.8,37.4,9,84.55976981,1.015881694,8.821289671,3.442424199,2.160634629,34.44057278,50.11919702,0.6076119236,0.4082697705,5.952573253,2.868716418,1.01889934,2.423524859,26.1,0,0,0,0,1,0
76,CO-3,CO,3,45.2,51.4,43.6,51.5,40.6,54.6,-6,75.04004995,0.0,20.73007737,0.0,4.229872681,46.42746987,28.61258008,0.0,0.0,17.52533381,3.204743559,0.0,0.0,-6.199999999999996,0,1,0,0,0,0
77,CO-4,CO,4,36.9,60.6,39.4,60.6,31.5,63.8,-13,75.98336823,1.347166811,18.41998149,2.378494794,1.870988684,43.95346401,32.02990422,1.126818134,0.2203486764,15.54583098,2.874150507,0.9494056769,1.429089117,-23.700000000000003,0,0,0,1,0,0
78,CO-5,CO,5,37.4,57.6,39.3,57.0,30.8,62.4,-14,75.00266421,5.629160006,13.6541223,2.782338544,2.931714939,43.63235706,31.37030715,4.072358142,1.556801864,11.05367255,2.600449755,1.599790476,1.182548069,-20.200000000000003,1,0,0,0,0,0
79,CO-6,CO,6,57.1,40.0,54.1,42.9,42.4,51.3,2,64.98888652,9.299019546,16.64678818,6.572239379,2.493066371,30.98254567,34.00634085,6.671303987,2.627715559,13.57006318,3.076725003,3.336367261,3.235872117,17.1,1,0,0,0,0,0
80,CO-7,CO,7,59.1,37.6,60.4,35.4,55.2,40.0,6,67.87141495,1.592046197,24.64564651,3.63263659,2.258255749,38.17053965,29.7008753,0.9117303592,0.680315838,21.22942536,3.416221158,2.044340165,1.588296425,21.5,1,0,0,0,0,0
81,CT-1,CT,1,63.8,35.0,63.9,35.0,63.6,34.3,12,64.19983024,14.80081741,13.86031675,5.572607214,1.56642839,35.82229445,28.37753579,11.40407336,3.396744049,11.68364905,2.176667699,1.928267717,3.644339497,28.799999999999997,0,0,0,0,1,0
82,CT-2,CT,2,59.4,38.2,62.2,35.4,63.0,33.9,3,84.2224411,3.819495112,7.005650405,3.274924202,1.677489177,52.64746178,31.57497933,3.054825948,0.7646691635,5.576025098,1.429625306,1.555482595,1.719441607,21.199999999999996,0,0,0,1,0,0
83,CT-3,CT,3,58.7,39.8,64.6,35.4,68.7,31.3,9,67.98065134,13.74911689,13.8939563,4.135007645,0.2412678171,40.20572706,27.77492428,10.9286843,2.82043259,11.47635831,2.417597988,1.484603925,2.65040372,18.900000000000006,0,0,0,0,1,0
